type,side,qty,symbol,price,oid,remark,2023-09-13T09:15:24.245022
type,side,qty,symbol,price,oid,remark,2023-09-13T10:40:02.415809
type,side,qty,symbol,price,oid,remark,2023-09-13T10:40:02.416182
type,side,qty,symbol,price,oid,remark,2023-09-13T10:40:50.039846
type,side,qty,symbol,price,oid,remark,2023-09-13T10:40:50.040164
type,side,qty,symbol,price,oid,remark,2023-09-13T10:43:23.382307
type,side,qty,symbol,price,oid,remark,2023-09-13T10:43:23.382638
type,side,qty,symbol,price,oid,remark,2023-09-13T10:43:52.630940
type,side,qty,symbol,price,oid,remark,2023-09-13T10:43:52.631358
type,side,qty,symbol,price,oid,remark,2023-09-13T10:47:42.660139
type,side,qty,symbol,price,oid,remark,2023-09-13T10:47:42.660538
type,side,qty,symbol,price,oid,remark,2023-09-13T10:54:12.745847
type,side,qty,symbol,price,oid,remark,2023-09-13T10:54:12.746239
type,side,qty,symbol,price,oid,remark,2023-09-13T13:08:28.104418
type,side,qty,symbol,price,oid,remark,2023-09-13T13:08:28.104804
limit,buy,150,NIFTY2391419400PE,4.45,test_oid_123,testing,2023-09-13T13:08:55.907764
type,side,qty,symbol,price,oid,remark,2023-09-13T13:09:19.554343
type,side,qty,symbol,price,oid,remark,2023-09-13T13:09:19.554845
limit,buy,150,NIFTY2391419400CE,691.0,test_oid_123,testing,2023-09-13T13:09:50.569173
type,side,qty,symbol,price,oid,remark,2023-09-13T13:09:57.284782
type,side,qty,symbol,price,oid,remark,2023-09-13T13:09:57.284911
limit,buy,150,NIFTY2391419400CE,695.1,test_oid_123,testing,2023-09-13T13:10:23.267854
type,side,qty,symbol,price,oid,remark,2023-09-13T13:22:30.006223
type,side,qty,symbol,price,oid,remark,2023-09-13T13:22:30.006569
